country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions,climate,natural_resources,population_distribution,net_migration_per_1000_population,age_0_14_percent,age_15_24_percent,age_25_54_percent,age_55_64_percent,age_65_over_percent,language,govt_type,legal_system,gdp_purchasing_power_global_rank,gdp_growth_global_rank,electricity_access_percent,electricity_generating_capacity_global_rank,internet_access_percent,cell_phone_per_100,military_spending_annual_percent_gdp,transnational_disputes
Morocco,2011,MENA,1,3,1.0,5.0,2011.0,1.0,5.0,2011.0,0.0,Marrakesh,1000s,trade union members and february 20 movement,"protesters in morocco seek quicker shift to democracy and denounce terror, the new york times, may 2, 2011 monday, section a; column 0; foreign desk; pg. 16, 912 words, by souad mekhennet and steven erlanger; souad mekhennet reported from marrakesh, and steven erlanger from washington.;","thousands of people, including trade union members, marched in morocco s cities on sunday demanding a faster transition toward democracy and decrying terrorism, a few days after a bomb in a crowded tourist cafe here killed 16 people, nearly all of them foreigners, and wounded almost two dozen more. heavy rain kept the number of protesters down, as did the sense that the terrorist attack, believed by moroccan authorities to be the work of al qaeda in the islamic maghreb, had already created a sense of both vulnerability and national cohesion.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2011,MENA,1,4,26.0,6.0,2011.0,26.0,6.0,2011.0,0.0,Csablanca,10000,protesters,"moroccans rally over new charter the washington post, june 27, 2011 monday, a section; pg. a07, 167 words, abdeljalil bounhar;paul schemm;",against mechanism to reform the constitution,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2011,MENA,1,5,1.0,7.0,2011.0,24.0,1.0,2014.0,0.0,Imider,>50,"protesters, students, locals, women, villagers, movement on the way of 96","on moroccan hill, villagers make stand against a mine. the new york times, january 24, 2014 friday late edition final; section a; column 0; foreign desk; imider journal; pg. 10, by aida alami;","exact dates are not provided, but coded based on summer 2011 and january 24, 2014 b c this is the only time this protest appears in the search results. on a hilltop nearly 5,000 feet high in the atlas mountains here, a tiny outpost has taken shape over the past two years...it is an unlikely spot for a settlement, but it was established with a purpose: to protest a mining company s expropriation of precious water supplies, as well as the pollution that results from the mining...two years ago, some of them climbed up the hill and cut the water supply to the mine. since then, they have occupied the hill as they continue to fight the imiter mettalurgic company and, by extension, the king of morocco, its principal owner...these days, the hilltop, mount alebban, is relatively calm. women come daily to cook in the little stone houses and participate in the regular strategy meetings that the villagers hold...the occupation of the hill was set off in the summer of 2011 after students who were used to getting seasonal jobs were turned down. that led the other villagers even those with jobs to show solidarity and move to block the mine s production abilities. one of the main demands of the villagers is that 75 percent of the jobs at the mine be allocated to their municipality...",killings,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2011,MENA,1,6,13.0,11.0,2011.0,13.0,11.0,2011.0,0.0,Casablanca,1000s,pro democracy activists,"moroccan activists call for election boycott the washington post, november 14, 2011 monday, a section; pg. a08, 180 words, paul schemm;",boycot parliamentary elections,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2013,MENA,1,1,2.0,8.0,2013.0,2.0,8.0,2013.0,1.0,Rabat,100s,protesters,"morocco s king responds to protests over pardon the new zealand herald, august 5, 2013 monday, news; world, 125 words fury at child rapist pardon the times london , august 5, 2013 monday, news; pg. 29, 186 words king revokes rape pardon the times london , august 5, 2013 monday, news; pg. 29, 179 words in morocco, a royal pardon for a pedophile spurs protests; a moroccan royal pardon for a convicted pedophile has sparked a rare wave of protests against the country s monarchy. the christian science monitor, august 11, 2013 sunday, world, 604 words, ilhem rachidi correspondent;",protest because morocco s king mohamed vi pardoned spanish man convicted of raping 11 children,beatings,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2013,MENA,1,2,26.0,9.0,2013.0,26.0,9.0,2013.0,0.0,Rabat,1000s,protesters,"supporters protest jailing of morocco journalist the new zealand herald, september 27, 2013 friday, news; world, 152 words;","hundreds of people protested thursday in support of a moroccan journalist who was jailed after publishing a story about an al qaida video. the prosecutor general announced this week that the journalist, ali anouzla, has been charged under morocco s anti terrorism law with assisting and advocating terrorism. the protesters in the capital, rabat, alleged he has been jailed for his independent views and criticism of authorities.",ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2013,MENA,1,3,6.0,10.0,2013.0,6.0,10.0,2013.0,0.0,Rabat,2000,jobless moroccans,"morocco s unemployed march to demand jobs the new zealand herald, october 7, 2013 monday, news; world, 309 words;","some 2,000 jobless moroccans marched through the capital sunday, demanding the government sort out the nation s unemployment by giving them jobs in public sector. like the rest of north africa, youth unemployment, especially among university graduates, is a persistent social woe that successive governments have been unable to tackle. though the official unemployment rate is only 9 percent in this north african country, it is nearly double for university graduates, and 30 percent for those under 34.",ignore,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2014,MENA,1,1,8.0,2.0,2014.0,8.0,2.0,2014.0,0.0,Rabat,100s,judges club,"morocco bans judges protest, riot police close streets in capital. legal monitor worldwide, february 8, 2014 saturday;","moroccan authorities banned a sit in on saturday by hundreds of judges who want greater independence for the judiciary, deploying dozens of riot police to central rabat and closing off streets around the justice ministry?",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2014,MENA,1,2,20.0,2.0,2014.0,20.0,2.0,2014.0,0.0,Rabat,300,"february 20 movement, unemployed school leavers, berber activists","low turnout for moroccan february 20 movement s anniversary. al arab english , february 21, 2014;","only 300 hundred protesters take to streets in rabat to mark thirds anniversary of morocco s pro reform movement...hundreds of protesters gathered thursday to demand change on the anniversary of morocco s pro reform movement...members of the february 20 movement were joined in rabat by unemployed school leavers and berber activists as they waved banners and chanted slogans denouncing corruption, injustice and despotism outside parliament...",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2014,MENA,1,3,29.0,3.0,2014.0,29.0,3.0,2014.0,0.0,El Aaiun,500,sahrawi,"moroccan forces arrest sahrawi prominent activist. legal monitor worldwide, march 29, 2014 saturday;","article reports days of protests but no clear dates are provided so coded as a one day event on the day activists were arrested. the raid came at dawn after days of peaceful demonstrations in the occupied city of el aaiun, calling for the independence of the western sahara, in which some 500 people participated...",arrests,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2015,MENA,1,1,6.0,7.0,2015.0,6.0,7.0,2015.0,0.0,Agadir,50+,protesters,"moroccan women go on trial in inezgane... for wearing skirts; pair could face up to two years in prison for public obscenity independent.co.uk, july 7, 2015 tuesday 1:52 pm gmt, frontpage, 365 words, aftab ali morocco women tried for gross indecency for wearing dresses; campaign grows in support of two moroccan woman accused of gross indecency for wearing dresses considered provocative telegraph.co.uk, july 7, 2015 tuesday 2:40 pm gmt, news, 609 words, by richard spencer and agencies;","hundreds of lawyers have mobilised to defend two women in morocco who are being prosecuted for indecency for wearing summer dresses in a souq. the two young women, hairdressers aged 19 and 23, were harassed by a group of traders as they walked through a souq, or market, in the town of inezgane near the holiday resort of agadir no pictures have appeared to show exactly what kind of dresses they were wearing, but the throngs of women who attended a protest in their support wearing sleeveless dresses and knee length skirts may give some idea. protests have taken place across morocco, with demonstrators saying the women should be free to dress as they please and a large crowd also gathered outside the courthouse at the start of the trial yesterday. exact date of protests and numbers are unclear.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2016,MENA,1,1,28.0,10.0,2016.0,6.0,11.0,2016.0,0.0,Fez; Casablanca; Marrakesh; Rabat; national,tens of thousands,berber rif,"1. anger rises in morocco over death of vendor, the new york times, october 31, 2016 monday, section a; column 0; foreign desk; pg. 10, 617 words, by aida alami; 2. morocco protests: share your photos and experiences, the guardian, october 31, 2016 monday 10:23 am gmt, world news, 168 words; 3. protests grow over fishmonger s death, the times london , november 2, 2016 wednesday, news; pg. 33, 272 words, bel trew; 4. morocco rocked by protests and arrests, jerusalem post, november 11, 2016 friday, features; pg. 30, 950 words, albert nachmani;","an incident involving a fisherman who was crushed to death in a garbage truck has prompted thousands of people to join protests against police abuse across morocco. according to moroccan news website le360.ma and magazine telquel, police in the northern town of hoceima confiscated and destroyed swordfish belonging to a a fisherman, mouhcine fikri, because it is not permitted to catch it at this time of the year. footage circulating online appears to show fikri jumping into a garbage truck to retrieve his fish, before being crushed to death by the truck s compactor. fikri s death on friday in the ethnically berber rif region prompted outrage on moroccan social media, and calls for protests in several cities over what is seen as police violence. on sunday, thousands of men marched on a hill above the mediterranean sea behind mr. fikri s coffin. eleven moroccan officials, including two police officers, were arrested yesterday as panicked authorities tried to contain protests provoked by the death of a fishmonger.",ignore,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2017,MENA,1,1,1.0,5.0,2017.0,8.0,5.0,2017.0,0.0,OULAD SEBATA,50,sulaliyyates,"in a fight for land, a women s movement shakes morocco the new york times, may 8, 2017 monday, section a; column 0; foreign desk; pg. 6, 1229 words, by aida alami ;","for most of her life, saida soukat s days were filled with the routines of the farm, working the fields and minding the cattle. a recent tuesday found her doing something far different, though, speaking before a group of women during their biweekly protests to demand a halt in the state sanctioned privatization of traditional tribal collectives, called the sulaliyyate lands. one foot up, one foot down. for my land, my blood will shed, she chanted in a megaphone. the sulaliyyates, as the women are known, began their protests 10 years ago and have since assembled a powerful grass roots organization fighting not only for the tribal lands but for equal ownership rights in a country where women, by law, inherit less than men. so the protests rumble on, and twice a week, a relative of ms. soukat s takes a taxi to join the protest. the relative, fatima soukat, is not exactly sure how old she is, but she thinks she s around 93.",ignore,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
Morocco,2017,MENA,1,2,29.0,5.0,2017.0,27.0,8.0,2017.0,1.0,al Hoceima,100,hirak chaabi,"1. 50 protesters arrested, the times london , june 28, 2017 wednesday, business; pg. 36, 67 words; 2. morocco s mountain rebels, the new york times, june 29, 2017 thursday, section ; column 0; oped; op ed contributor; pg. , 1360 words, by ursula lindsey; 3. morocco s stability roiled by months of anger over fishmonger s death the new york times, august 27, 2017 sunday, section a; column 0; foreign desk; pg. 15, 1325 words, by aida alami ;","moroccan police arrested about 50 protesters after violent clashes in the northern city of al hoceima on monday during the eid al fitr holiday, a local activist said. unrest has grown since nasser zefzafi, who led protests against corruption and unemployment, was arrested on may 29. demonstrations have taken place almost daily and more than 100 activists have been detained by police. the protest movement s main demand now is the release of hirak s members. there are calls for a general strike and accusations that protesters are being framed and mistreated in detention. twenty five hirak activists have been sentenced to 18 month terms. in july, the police used tear gas to disperse a protest in al hoceima, injuring a demonstrator who fell into a coma and later died. currently, police blockades surround the city and protests are banned. police trucks and uniformed officers have taken the place of the carousels, concerts and street entertainments that typically fill moroccan cities during the summer months. black flags mark the houses of those jailed during last month s protests.",arrests,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"Mediterranean, becoming more extreme in the interior",phosphates,the highest population density is found along the Atlantic and Mediterranean coasts; a number of densely populated agglomerations are found scattered through the Atlas Mountains,-1.9,27.04,16.55,40.64,8.67,7.11,Arabic,parliamentary constitutional monarchy,mixed legal system of civil law based on French civil law and Islamic (sharia) law; judicial review of legislative acts by Constitutional Court,57.0,74.0,100.0,68.0,64.8,128.0,3.1,claims and administers Western Sahara whose sovereignty remains unresolved
