country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions,climate,natural_resources,population_distribution,net_migration_per_1000_population,age_0_14_percent,age_15_24_percent,age_25_54_percent,age_55_64_percent,age_65_over_percent,language,govt_type,legal_system,gdp_purchasing_power_global_rank,gdp_growth_global_rank,electricity_access_percent,electricity_generating_capacity_global_rank,internet_access_percent,cell_phone_per_100,military_spending_annual_percent_gdp,transnational_disputes
Guatemala,1996,Central America,1,3,18.0,12.0,1996.0,18.0,12.0,1996.0,0.0,Guatemala City,50,,"war crimes amnesty sets stage for guatemalan peace agreement associated press international, december 19, 1996; thursday, international news, 501 words, alfonso anzueto;","an amnesty pardoning soldiers and leftist rebels for past atrocities gives guatemalans a chance to put 36 years of civil war behind them. guatemala s single house legislature voted 65 8 wednesday to give final approval to the amnesty bill. although many guatemalans in the street said they were against pardoning war crimes, there were few protests. only about 50 people demonstrated outside the congress building.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,1997,Central America,1,1,30.0,1.0,1997.0,2.0,2.0,1997.0,1.0,Guatemala City,1000,,"guatemala force balks at peace treaty the toronto star, january 31, 1997, friday, metro edition, news; pg. a13, 166 words, reuter guatemalan soldiers end mutiny after government forces move in agence france presse, february 02, 1997, international news, 538 words ;","hundreds of armed guatemalan military police defied their superiors and seized their own compound today in the first army rebellion against terms of a peace treaty signed last month. the protesters demanded severance pay when the 4,000 strong military police force is dissolved this year as part of promises made by the government in the peace accords signed with leftist rebels.",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,1997,Central America,1,2,26.0,2.0,1997.0,26.0,2.0,1997.0,0.0,Guatemala City,2000,,"guatemalans protest economic policies, corruption agence france presse english;",one of two protests of the day that was lead by human rights activists and called for an end to corruption.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,1997,Central America,1,3,26.0,2.0,1997.0,26.0,2.0,1997.0,1.0,Guatemala City,200,,"guatemalans protest economic policies, corruption agence france presse english;",protests by students over the governments privatization policies.,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,1997,Central America,1,4,7.0,3.0,1997.0,7.0,3.0,1997.0,0.0,Guatemala City,15000,,thousands call for ouster of guatemala s president agence france presse english;,"thousands of demonstrators friday marched toward the government palace to protest economic policies and demand the resignation of president albaro arzu. speakers at the rally denounced the sharp increases in the cost of living they said result from arzu s economic neo liberal policies that include privatizations. chanting resign, resign, the estimated 15,000 protesters demanded that the president step down and the government reverse the economic policies.",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,1997,Central America,1,5,5.0,7.0,1997.0,6.0,7.0,1997.0,1.0,Salma,200,,guatemalan mob ransacks government offices agence france presse english;,"at least 200 people ransacked government offices in a provincial capital after police refused to turn over a robbery suspect the mob wanted to lynch, official sources said sunday. salvador gandara, a government vice minister, told reporters that the incident occurred during the night from saturday to sunday in salma, 146 kilometers 91 miles north of here. here. gandara said troops were sent to the city early sunday and quickly restored order. the riot broke out after a man identified as mario chen was taken into custody on suspicion of attempted robbery in the nearby town of san miguel chicaj.",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2000,Central America,1,1,28.0,4.0,2000.0,28.0,4.0,2000.0,1.0,Guatemala City,1000s,,"world news: europe: riots bring end to fare rises news digest: financial times london,england , april 29, 2000, saturday, london edition 1, world news: europe;, pg. 10, 174 words, by andrew bounds takeover warning as bus fare riots kill 5 in guatemala city the guardian london , april 29, 2000, guardian foreign pages; pg. 16, 401 words, jo tuckman in mexico city;","while there were shootings, these were carried out by private security guards rather than the state.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,1,27.0,4.0,2001.0,27.0,4.0,2001.0,0.0,Guatemala City,180,,"report: guatemalan students, indians take over spanish embassy associated press international, april 28, 2001; saturday, international news, 274 words guatemalan students, indians take over spanish embassy eds: leads throughout to update with presidential spokesman saying government will not negotiate; adds embassy targeted because of 1980 protest; corrects name of spanish ambassador, ramon gandarias; adds byline associated press international, april 28, 2001; saturday, international news, 470 words, ricardo miranda ;","a group of about 180 university students and indian activists briefly took over the spanish embassy in guatemala city friday, demanding a meeting with officials from the president s office. there were no reports of injuries or violence in the takeover, and after about an hour the protesters agreed to withdraw to a patio outside the embassy building itself to wait for the president s representatives. the group, the national organization of peasants, staged the takeover to protest the fact they had allegedly been promised a meeting with president alfonso portillo earlier in the day, a meeting which did not take place...the group, which represents farmers and indians, wanted to discuss portillo s nomination for the top post in an indian development office, said lisandro iboy, a leader of the protest. they oppose portillo s nominee, an indian woman they say is inexperienced and out of touch with the indian community.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,2,15.0,6.0,2001.0,15.0,6.0,2001.0,0.0,Guatemala City,100s,,"guatemala tax take hit by fears financial times london,england , june 21, 2001 thursday, the americas ; pg. 11 , 368 words, by andrew bounds;",article notes that hundreds protests every week in black against taxes. this is only coded for a single protest since it is not clear how often this has gone on or whether it occurs every friday with hundreds of protesters.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,3,19.0,7.0,2001.0,19.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,4,20.0,7.0,2001.0,20.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,5,21.0,7.0,2001.0,21.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,6,22.0,7.0,2001.0,22.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,7,23.0,7.0,2001.0,23.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,8,24.0,7.0,2001.0,24.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,9,25.0,7.0,2001.0,25.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,10,26.0,7.0,2001.0,26.0,7.0,2001.0,0.0,Guatemala City,100s,,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,11,27.0,7.0,2001.0,27.0,7.0,2001.0,0.0,Guatemala City,100s,students and union members,"guatemala cancels classes due to protests over tax increase associated press international, july 25, 2001; wednesday, international news, 190 words guatemalan president cancels trip to israel over fear of unrest over tax hike associated press international, july 28, 2001; saturday, international news, 110 words;",protesters came out every day between the 19th and 27th in protest of a government tax raise.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
Guatemala,2001,Central America,1,12,31.0,7.0,2001.0,31.0,7.0,2001.0,1.0,Patulul,200,,"police officer injured in anti tax increase protest associated press international, august 1, 2001; wednesday, international news, 263 words ;",article also notes that protests have popped up all over guatemala,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"tropical; hot, humid in lowlands; cooler in highlands",petroleum,"the vast majority of the populace resides in the southern half of the country, particularly in the mountainous regions; more than half of the population lives in rural areas",-1.7000000000000002,33.68,19.76,36.45,5.41,4.7,Spanish,presidential republic,civil law system; judicial review of legislative acts,77.0,123.0,91.8,85.0,65.0,123.0,0.4,annual ministerial meetings under the Organization of American States-initiated Agreement on the Framework for Negotiations and Confidence Building Measures continue to address Guatemalan land and maritime claims in Belize and the Caribbean Sea
