,country,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants,protesteridentity,sources,notes,final,ignore,crowd dispersal,arrests,accomodation,shootings,beatings,killings,"political behavior, process",labor wage dispute,"price increases, tax policy",removal of politician,police brutality,land farm issue,social restrictions
1100,Colombia,1991,South America,1,5,27.0,11.0,1991.0,27.0,11.0,1991.0,0.0,national level,30000,court employees,"the new york times, november 28, 1991, thursday, section a; page 3; column 4; foreign desk, colombia judges call strike to protest killing of 7 aides ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1101,Colombia,1992,South America,1,1,10.0,2.0,1992.0,10.0,2.0,1992.0,0.0,Bogota,50,residents of the villa del prado region,"bbc summary of world broadcasts, february 13, 1992, thursday, part 4 the middle east, africa and latin america, colombia bogota paralysed by protesters ;",people blocked the entrances and exits on the northern highway in protest at the mayor s ignoring of their request for a bridge,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1102,Colombia,1992,South America,1,2,10.0,2.0,1992.0,10.0,2.0,1992.0,0.0,downtown Bogota,50,"workers of the telephone, energy and water enterprises, and civil registry office and bank employees","bbc summary of world broadcasts, february 13, 1992, thursday, part 4 the middle east, africa and latin america, colombia bogota paralysed by protesters ;",workers against privatization,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1103,Colombia,1992,South America,1,3,23.0,4.0,1992.0,29.0,4.0,1992.0,0.0,national level,14000,telephone workers,"agence france presse, april 24, 1992, news, colombia cut off from the rest of the world ; agence france presse, april 29, 1992, news, colombian telecommunications still out despite end of strike ; agence france presse, april 29, 1992, news, ;",general strike against privatization,accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1104,Colombia,1992,South America,1,4,22.0,9.0,1992.0,22.0,9.0,1992.0,0.0,antioquia,50,secret judges,"xinhua general news service, september 22, 1992, tuesday, colombian secret judges in antioquia go on strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1105,Colombia,1992,South America,1,5,10.0,10.0,1992.0,10.0,12.0,1992.0,0.0,the Pan American Highway,50,indians and peasants,"bbc summary of world broadcasts, october 12, 1992, monday, part 4 the middle east, africa and latin america, colombia 10,000 indians and peasants evicted from highway following protests ;",blocking highway,crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1106,Colombia,1993,South America,1,1,18.0,2.0,1993.0,18.0,2.0,1993.0,0.0,national level,1000,workers and teachers,"the houston chronicle, february 18, 1993, thursday, a; world briefs; pg. 19, world briefs ;",general strike against privatization,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1107,Colombia,1993,South America,1,2,6.0,3.0,1993.0,9.0,3.0,1993.0,0.0,"Apartado, Chigorodo, Carepa and Riogrande",25000,banana workers,"united press international, march 6, 1993, saturday, international, colombia banana workers strike over rebel attacks ; wall street journal, march 9, 1993, tuesday, section a; page 15, column 5, world wire: banana strike begins in colombia ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1108,Colombia,1993,South America,1,3,18.0,5.0,1993.0,31.0,5.0,1993.0,0.0,national level,240000,teachers,"the record kitchener waterloo, ontario , may 27, 1993 thursday, source: reuter, 50,000 teachers protest in bogota ; agence france presse, may 31, 1993, front; pg. a5, colombian teachers on strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1109,Colombia,1993,South America,1,4,26.0,5.0,1993.0,26.0,5.0,1993.0,0.0,the Plaza de Bolivar opposite Congress in Bogota,50000,teachers,"the record kitchener waterloo, ontario , may 27, 1993 thursday, source: reuter, 50,000 teachers protest in bogota ;colombian teachers on strike agence france presse english, 120 words","santafe de bogota, may 31 afp some 240,000 striking teachers said monday that they have no intention of returning to work, although the government said the two week old dispute was close to settlement. some seven million public school pupils have had no classes for the past two weeks because of the protest by teachers at government plans to alter the system of social security contributions. the government said saturday that a resolution was close, but a teachers spokesman said that the government s latest proposal offered nothing new and that the strike would continue. data says 50,000 teachers while this article says 240,000.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1110,Colombia,1993,South America,1,5,17.0,9.0,1993.0,17.0,9.0,1993.0,0.0,around the country,1000,workers,"agence france presse, september 17, 1993, news, guerrillas stage attacks during workers peace march ;","colombian guerrillas blew up three oilpipes, several buses and fought with government troops thursday as workers staged peace demonstrations all around the country, officials said...rebel violence, however, failed to deter thousands of workers who marched for peace and social justice around the country, officials said. labor unions, who organized the demonstrations, said they had originally intended to stage a national strike on thursday, but dropped the plan last week when it became obvious the cgsb wanted to capitalize on the protest movement.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1111,Colombia,1993,South America,1,6,11.0,10.0,1993.0,11.0,10.0,1993.0,0.0,Bogota,100,inhabitants of bogota s ciudad bolivar district,"united press international, october 11, 1993, monday, international, colombian police break up demonstration ;","riot police used tear gas monday to disperse hundreds of demonstrators in southern bogota who were protesting about the lack of public services in their district. inhabitants of bogota s ciudad bolivar district erected barricades to obstruct traffic along two of the city s principal avenues. police and troops removed the barricades after dispersing the protesters, but the area remained unusually quiet as motorists feared being attacked with stones.",crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1112,Colombia,1994,South America,1,1,17.0,2.0,1994.0,17.0,2.0,1994.0,0.0,Barrancabermeja,5000,oil workers,"bbc summary of world broadcasts, february 19, 1994, saturday, source: agence france presse news agency, five thousand oil workers go on strike in protest at arrest of union leader: afp ;",general strike in protest at the arrest of a union leader,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1113,Colombia,1994,South America,1,2,20.0,6.0,1994.0,20.0,6.0,1994.0,0.0,national level,1100,pilots,"associated press worldstream, june 21, 1994; tuesday, international news, latin american briefs ;",general strike against contracting u.s. pilots,ignore,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1114,Colombia,1994,South America,1,3,8.0,12.0,1994.0,15.0,12.0,1994.0,0.0,the airport of san jose del guaviare,3000,farmers,"xinhua news agency, december 8, 1994, thursday, colombian farmers protest coca killing ; associated press worldstream, december 15, 1994; thursday, international news, latin ; xinhua news agency, december 16, 1994, friday, colombian farmers ;",demanding to talk to government representatives,accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1115,Colombia,1994,South America,1,4,12.0,12.0,1994.0,12.0,12.0,1994.0,0.0,San Jose del Guaviare,1000,peasants,"the new york times, december 15, 1994, thursday, section a; page 5; column 4; foreign desk, world news briefs; coca growers protest colombia fumigation;","coca growers and marxist guerrillas trapped colombia s anti drug chief for two days, ambushing troops and helicopters with rockets and seizing an airport to protest the fumigation of illicit drug crops, officials said. the official later escaped. thousands of peasants filled the streets of the jungle capital of san jose del guaviare, 180 miles southeast of bogota, on monday. violence erupted when pro communist rebels, who protect coca plantations, attacked troops as the police chief, col. leonardo gallego, traveled in the area. he escaped today in a helicopter borne convoy and returned safely to bogota.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1116,Colombia,1994,South America,1,5,22.0,12.0,1994.0,11.0,1.0,1995.0,0.0,southern Colombia,5000,putumayo peasant movement,"xinhua news agency, january 3, 1995, tuesday, strike causes 2 million dollars of losses in oil company ; agence france presse, january 03, 1995, international news, oil production disrupted by colombian coca protests ; associated press worlds;",civil strike occupying seven pumping stations in the region of putumayo,accomodation,0,1,0,1,0,0,1,1,0,0,0,0,0,0
1117,Colombia,1995,South America,1,1,19.0,7.0,1995.0,19.0,7.0,1995.0,0.0,national level,1000,coffee growers and small plantation owners,"associated press worldstream, july 19, 1995; wednesday, international news, latin american briefs ;",general strike and blocking roads,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1118,Colombia,1995,South America,1,2,6.0,12.0,1995.0,6.0,12.0,1995.0,0.0,Barrancabermeja and Cartagena,4500,oil workers,"associated press worldstream, december 06, 1995; wednesday, international news;",strike against modernization of the production process,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1119,Colombia,1996,South America,1,1,27.0,7.0,1996.0,12.0,9.0,1996.0,0.0,Bogota and Puerto Asis,75000,coca growers,"agence france presse, july 30, 1996, international news, coca growers protests leave one dead, five wounded ; united press international, august 2, 1996, friday, international, colombia coca growers protest heats up ; agence france presse, a;",general strike and demonstrations; and marching to different cities,killings,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1120,Colombia,1996,South America,1,2,6.0,8.0,1996.0,6.0,8.0,1996.0,0.0,national level,250000,teachers,"xinhua news agency, august 6, 1996, tuesday, teachers declare 24 hour strike in colombia ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1121,Colombia,1996,South America,1,3,10.0,10.0,1996.0,10.0,10.0,1996.0,0.0,national level,500000,public sector employees,"agence france presse, october 10, 1996, international, public sector strikes against below inflation salary increases ;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1122,Colombia,1996,South America,1,4,11.0,12.0,1996.0,11.0,12.0,1996.0,0.0,national level,5000,oil workers,"united press international, december 11, 1996, wednesday, international, colombian oil workers slow down work ;",slow down work,ignore,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1123,Colombia,1997,South America,1,1,6.0,1.0,1997.0,6.0,1.0,1997.0,0.0,Bogota,100,bogota traffic police,"united press international, january 6, 1997, monday, international, bogota traffic police strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1124,Colombia,1997,South America,1,2,10.0,2.0,1997.0,13.0,2.0,1997.0,0.0,national level,300000,state workers,"agence france presse, february 10, 1997, international news, 300,000 state workers to launch indefinite strike in colombia ; agence france presse, february 13, 1997, international news, colombia sets new round of talks with strikers ;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1125,Colombia,1997,South America,1,3,4.0,4.0,1997.0,14.0,4.0,1997.0,1.0,prison in Valledupar; Girardot jail,1200,prisoners,"associated press worldstream, april 04, 1997; friday, international news, retransmitting to add eds note leader of bloody jail takeover demands helic ; agence france presse, april 04, 1997, international news, urgent five confirmed dead in ri;",taking hostages,crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1126,Colombia,1997,South America,1,4,3.0,6.0,1997.0,4.0,6.0,1997.0,0.0,national level,120000,"unionized nurses, doctors and administrators","associated press worldstream, june 04, 1997; wednesday, international news;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1127,Colombia,1997,South America,1,5,11.0,6.0,1997.0,12.0,6.0,1997.0,0.0,"El Bosque    EHL BOHZ kay    prison, Picalena prison in Ibague, La Modelo prison in Bogota",1000,prisoners,"united press international, june 11, 1997, wednesday, international, prisoners riot in colombia ; associated press worldstream, june 12, 1997; thursday, international news, four killed, 24 wounded in shootout at maximum security prison ; agen;","hundreds of prisoners demanding an end to the use of anonymous prosecutors and judges have gone on a rampage at a prison in northern colombia. the riot in the el bosque ehl bohz kay prison, 445 miles north of bogota, is apparently being led by inmates jailed on terrorism and subversion charges....the estimated 500 prisoners are protesting the system whereby inmates charged with terrorism, kidnapping, drug trafficking and illegal enrichment are tried and sentenced by anonymous judges.",killings,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1128,Colombia,1997,South America,1,6,18.0,7.0,1997.0,18.0,7.0,1997.0,0.0,national level,50,judicial sector workers,"xinhua news agency, july 18, 1997, colombian judicial workers announce strike ;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1129,Colombia,1997,South America,1,7,20.0,8.0,1997.0,23.0,8.0,1997.0,0.0,national level,2000,dock workers,"xinhua news agency, august 20, 1997, wednesday, dockers on strike in colombia ;",general strike,ignore,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1130,Colombia,1997,South America,1,8,27.0,8.0,1997.0,27.0,8.0,1997.0,0.0,national level,50000,teachers and health care workers,"agence france presse, august 27, 1997, international news, colombian teachers, health workers strike for back pay ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1131,Colombia,1997,South America,1,9,28.0,8.0,1997.0,28.0,8.0,1997.0,0.0,national level,8000,phone workers,"associated press online, august 28, 1997; thursday, financial pages, colombia phone workers strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1132,Colombia,1997,South America,1,10,3.0,9.0,1997.0,3.0,9.0,1997.0,0.0,national level,13800,"transport workers, oil workers, phone workers","united press international, september 3, 1997, wednesday, international, colombian bus drivers join strike ; associated press online, september 03, 1997; wednesday, financial pages, colombia oil, phone workers strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1133,Colombia,1997,South America,1,11,1.0,10.0,1997.0,9.0,10.0,1997.0,0.0,national level,40000,judicial workers,"associated press online, october 09, 1997; thursday, international news, latin american briefs ;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1134,Colombia,1997,South America,1,12,14.0,12.0,1997.0,14.0,12.0,1997.0,1.0,La Picota jail in Bogota,100,prisoners and relatives,"associated press online, december 15, 1997; monday, international news, colombia prisoners riot ;","a prison riot broke out after hundreds of inmates relatives refused to leave the facility to pressure lawmakers to pass a sentence reduction bill. one guard was killed and two injured during the riot in bogota s maximum security la picota jail, prison authorities said. the circumstances of the guard s death were not immediately clear.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1135,Colombia,1998,South America,1,1,12.0,1.0,1998.0,13.0,1.0,1998.0,0.0,San Isidro Jail in the city of Popayan,1100,prsioners,"xinhua news agency, january 12, 1998, monday, colombian inmates take hostages 560 people ; the washington post, january 12, 1998, monday, a section; pg. a13; world in brief: the americas, 567 taken hostage in colombian prison riot ; the new y;",holding hostages,accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1136,Colombia,1998,South America,1,2,25.0,1.0,1998.0,25.0,1.0,1998.0,0.0,national level,1000,truck drivers,"associated press worldstream, january 25, 1998; sunday, international news, contains items from colombia and brazil ;",general strike,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1137,Colombia,1998,South America,1,3,23.0,9.0,1998.0,24.0,9.0,1998.0,0.0,national level,600000,state employees,"xinhua news agency, september 23, 1998, wednesday, colombian state employees start national strike ;",general strike,ignore,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1138,Colombia,1998,South America,1,4,7.0,10.0,1998.0,27.0,10.0,1998.0,0.0,national level,800000,public sector workers,"agence france presse, october 07, 1998, international news, colombian public sector workers begin strike ; associated press worldstream, october 13, 1998; tuesday, international news, police clash with strikers in colombia ; associated press ;",general strike and demonstrations,accomodation,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1139,Colombia,1998,South America,1,5,10.0,12.0,1998.0,10.0,12.0,1998.0,0.0,Chinchina,50,colombians,"agence france presse, december 10, 1998, international news, one killed in colombian protest over new highway toll ;","one woman was killed and 100 people were injured when riot police cleared a road of demonstrators in the central town of chinchina, during a protest over a new highway toll, authorities said. a woman who was not taking part in the demonstration was hit by a stray bullet and died on her way to hospital, caldas department officials said wednesday...the protesters, who blocked a main highway on which caldas authorities had decided to charge a fifth toll, hurled rocks at police who answered with teargas and baton charges to disperse the crowd.",killings,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1140,Colombia,1999,South America,1,1,24.0,2.0,1999.0,24.0,2.0,1999.0,0.0,national level,100000,workers,"agence france presse, february 26, 1999, international news, one day colombian strike shuts down schools, oil production ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1141,Colombia,1999,South America,1,2,21.0,4.0,1999.0,21.0,4.0,1999.0,0.0,national level,900000,civil servants,"agence france presse, april 21, 1999, international news, workers protests disrupt life accross colombia ;",general strike and demonstrations,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1142,Colombia,1999,South America,1,3,28.0,4.0,1999.0,28.0,4.0,1999.0,0.0,Bogota,50,urban bus and taxi drivers,"agence france presse, april 28, 1999, international news, transportation workers strike, bogota ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1143,Colombia,1999,South America,1,4,29.0,7.0,1999.0,30.0,7.0,1999.0,0.0,"highways of Cali Popayan, Popayan Pasto, Manizales Medellin, Neiva Florencia, and Honda Ibague",50,peasants,"bbc summary of world broadcasts, july 31, 1999, saturday, source: radio cadena nacional web site, peasants stage 48 hour protest over crop purchases ;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1144,Colombia,1999,South America,1,5,31.0,8.0,1999.0,1.0,9.0,1999.0,0.0,national level,1000,workers,"agence france presse, august 31, 1999, international news, violence mars colombia strike; girl dies, union leader attacked ; agence france presse, august 31, 1999, international news, colombian workers strike to protest economic austerity pla;",general strike,accomodation,0,1,0,1,0,0,1,1,0,0,0,0,0,0
1145,Colombia,1999,South America,1,6,14.0,10.0,1999.0,14.0,10.0,1999.0,0.0,national level,700000,workers,"the globe and mail, october 15, 1999 friday, international news; pg. a11, colombian one day strike targets government cuts president s austerity plans anger public unions ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1146,Colombia,1999,South America,1,7,1.0,11.0,1999.0,10.0,11.0,1999.0,0.0,pan american highway,50,farmers,"xinhua news agency, november 10, 1999, wednesday, pan american highway remains blocked in colombia ;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1147,Colombia,2000,South America,1,1,10.0,2.0,2000.0,12.0,2.0,2000.0,0.0,the road from Medellin to the Atlantic coast,5000,peasants,"xinhua general news service, february 12, 2000, saturday, colombian peasants block road ; bbc summary of world broadcasts, february 14, 2000, monday, source: el colombiano web site, peasants block road in protest against dmz for eln in boli;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1148,Colombia,2000,South America,1,2,16.0,3.0,2000.0,16.0,3.0,2000.0,0.0,national level  strike  and Bogota  demonstration,1000000,workers,"agence france presse, march 16, 2000, thursday, international news, strike begins in colombia, but situation is calm, say officials ;",general strike and demonstrations,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1149,Colombia,2000,South America,1,3,1.0,4.0,2000.0,1.0,4.0,2000.0,0.0,Cubara,1200,indians,"xinhua general news service, april 2, 2000, sunday, colombian ethnic indians protest government petroleum permit ;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1150,Colombia,2000,South America,1,4,3.0,8.0,2000.0,3.0,8.0,2000.0,0.0,national level,700000,workers,"agence france presse, august 3, 2000, thursday, international news, colombian minister reports normality despite nationwide strike ; christian science monitor, august 4, 2000, friday, news in brief; pg. 24, world ; agence france presse, aug;",general strike and demonstrations against privatization and unemployment,crowd dispersal,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1151,Colombia,2000,South America,1,5,10.0,9.0,2000.0,10.0,9.0,2000.0,0.0,Bogota,20000,colombians,"agence france presse , september 11, 2000, monday, international news, thousands of colombians march for peace ;","thousands of colombians took to the streets at the weekend to protest the civil strife that has rocked the country for decades, and call for peace. waving white flags and marching toward the plaza de bolivar in bogota, as many as 20,000 people on sunday joined in the call for a peaceful resolution to the war between leftist rebels and the government of president andres pastrana. government employees marched alongside political and labor activists, religious leaders and the family members of more than 500 security force members held captive by the guerrillas.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1152,Colombia,2000,South America,1,6,18.0,9.0,2000.0,18.0,9.0,2000.0,0.0,Villa Tunari,1000,coca leaf growers,"agence france presse, september 18, 2000, monday, international news, coca leaf growers protest over anti drug policy ;","coca leaf growers angered at the bolivian government s anti narcotics policy blocked the country s main highway monday. coca leaves are the raw material from which cocaine is processed, and a lucrative crop. they also are used in a non narcotic tradidional tea in many andean countries. leftist lawmaker evo morales was leading the group of more than 1,000 coca leaf growers massing to block the highway in villa tunari, about 600 kilometers 370 miles east of the capital, la paz.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1153,Colombia,2001,South America,1,1,15.0,2.0,2001.0,19.0,2.0,2001.0,0.0,Cantagallo and San Pablo,2000,peasants,"bbc summary of world broadcasts, february 19, 2001, monday, source: el espectador web site, peasants begin roadblocks in protest against eln meeting zone ; bbc summary of world broadcasts, february 22, 2001, thursday, source: radio cadena naci;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1154,Colombia,2001,South America,1,2,28.0,2.0,2001.0,28.0,2.0,2001.0,0.0,national level,12000,teachers,"xinhua general news service, march 1, 2001, thursday, world news; political, 12,000 teachers begin strike in colombia ;","general strike protesting the firing of 2,800 public workers",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1155,Colombia,2001,South America,1,3,23.0,3.0,2001.0,23.0,3.0,2001.0,0.0,national level,50,workers,"bbc summary of world broadcasts, march 27, 2001, tuesday, source: caracol colombia web site, civil service strike passes off without major incident ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1156,Colombia,2001,South America,1,4,14.0,5.0,2001.0,19.0,5.0,2001.0,0.0,"from Popayan, capital of Cauca state, to Cali, capital of the state of Valle del Cauca",4000,indians,"xinhua general news service, may 15, 2001, tuesday, world news; political, colombian indians march in protest of massacre ;",protest walk,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1157,Colombia,2001,South America,1,5,15.0,5.0,2001.0,15.0,5.0,2001.0,0.0,national level,350000,teachers and health care workers,"the globe and mail, may 16, 2001 wednesday, international news; world report; pg. a12, funds to towns cut, 350,000 strike ;",general strike,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1158,Colombia,2001,South America,1,6,31.0,7.0,2001.0,31.0,7.0,2001.0,0.0,national level,50,coffee growers,"xinhua general news service, august 1, 2001, wednesday, world news; political, colombian agricultural workers stage mass protest ;",blocking roads,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1159,Colombia,2002,South America,1,1,18.0,2.0,2002.0,18.0,2.0,2002.0,0.0,national level,10000,transportation workers,"xinhua general news service, february 19, 2002, tuesday, world news; news summary, xinhua world economic news summary ;",general strike,ignore,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1160,Colombia,2002,South America,1,2,9.0,3.0,2002.0,9.0,3.0,2002.0,0.0,national level,1000,oil workers,"xinhua general news service, march 9, 2002, saturday, world news; economic, colombian oil workers end strike ;",general strike,accomodation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1161,Colombia,2002,South America,1,3,25.0,7.0,2002.0,25.0,7.0,2002.0,0.0,Calle Real Street in downtown Bogota,1000,colombians women in general,"xinhua general news service, july 26, 2002, friday, world news; political, thousands of colombian women demonstrate against violence ;","thousands of colombian women marched thursday in the capital to protest the four decade long violence that has been plaguing the country. some 20,000 women made a long march through calle real street in downtown bogota to bolivar square in front of the bogota cathedral, where the country s congress is located. we have been marching since wednesday from every corner of the country to converge on bogota s bolivar square to reject war, said carolina gonzalez, a member of a non governmental organization.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1162,Colombia,2002,South America,1,4,16.0,9.0,2002.0,16.0,9.0,2002.0,0.0,"national level  strike  and Bogota, Cali, Villavicencio, Pasto and Popayan  demonstrations",800000,state workers,"xinhua general news service, september 17, 2002, tuesday, world news; economic, colombia s state workers strike ;",general strike and demonstrations,ignore,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1163,Colombia,2002,South America,1,5,30.0,10.0,2002.0,30.0,10.0,2002.0,0.0,national level,450000,state workers,"xinhua general news service, october 31, 2002, thursday, world news; political, colombian state workers stage nationwide strike ;",general strike and demonstrations,ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1164,Colombia,2003,South America,1,1,9.0,2.0,2003.0,9.0,2.0,2003.0,0.0,Bogota,10000,colombians poor and unemployed,"the globe and mail, february 10, 2003 monday, international news; world in brief; pg. a8, thousands march for end to bloodshed in colombia ;","poor and unemployed colombians marched alongside the country s wealthy yesterday to protest against last week s car bomb attack that killed 32 people and injured at least 162 in an exclusive club. about 10,000 bogota residents marched, saying they were tired of the escalating violence and calling on the government and rebels to start talking.",ignore,1,0,0,0,0,0,0,1,0,0,0,0,0,0
